Disaster_Type,Location,Magnitude,Fatalities,Economic_Loss($),Month,Year,cluster
Earthquake,India,2.14413496512453,6287,814062155.747442,4,2024,0
Flood,India,5.435188330727988,1439,460752402.4916097,4,2024,0
Earthquake,Brazil,8.166108099175297,4960,370743890.6468093,4,2024,0
Earthquake,USA,3.74451385518788,8012,102505312.93383284,4,2024,0
Flood,Brazil,8.48754201977168,1980,28687774.08737341,4,2024,0
Flood,Brazil,7.041884711019678,8984,169393408.6499666,4,2024,0
Earthquake,India,9.006189497644476,1719,348261970.4789292,4,2024,0
Tornado,Japan,3.191461180106435,8580,761509832.8675537,4,2024,2
Earthquake,Japan,7.674240227790345,9923,193622080.25210068,4,2024,0
Earthquake,India,3.857008321144201,9462,723044710.4297919,4,2024,0
Tornado,USA,9.254310524147051,3757,238490212.61328956,4,2024,2
Hurricane,China,3.57129061146,6569,398924546.68317,4,2024,3
Hurricane,USA,7.498686680565298,8562,771544468.6765313,4,2024,3
Earthquake,China,2.618440147506567,351,535707933.5579786,4,2024,0
Tornado,Japan,6.221903165201379,1248,257952918.0436712,4,2024,2
Wildfire,Brazil,2.6664770267016435,5076,383219439.89341193,4,2024,2
Tornado,Japan,5.294759326520789,543,447058347.7491065,4,2024,2
Flood,India,5.271317081654729,3628,891807152.0764204,4,2024,0
Earthquake,China,2.869848622148284,901,890031427.175946,4,2024,0
Flood,China,9.401512508801233,6239,381628407.1706534,4,2024,0
Hurricane,Japan,9.948682088366995,9307,57279824.11858404,4,2024,3
Hurricane,Brazil,1.9017247827189936,8426,708485330.1252908,4,2024,3
Hurricane,Japan,3.1043830329573017,1097,148644491.5537157,4,2024,3
Flood,Indonesia,8.524525810076314,8167,449536505.5688467,4,2024,0
Hurricane,India,2.9308640008375697,4384,144635614.31368208,4,2024,3
Earthquake,Japan,4.912112825349173,7160,459159212.3987052,4,2024,0
Tornado,USA,7.110475686691295,7538,677956752.8507789,4,2024,2
Tornado,Brazil,7.17661305505022,7690,963162742.6163164,4,2024,2
Wildfire,Brazil,5.131494631798008,5047,234829458.99342284,4,2024,2
Earthquake,Japan,2.0516827084188227,8922,155086636.9538486,4,2024,0
Hurricane,Indonesia,1.882383108932228,125,333069869.17648226,4,2024,3
Earthquake,Indonesia,1.877311779749212,5635,184226861.2314984,4,2024,0
Wildfire,Indonesia,7.893411661558045,7538,156948692.70670316,4,2024,2
Hurricane,Japan,7.0337313318197445,8604,633578670.7689233,4,2024,3
Wildfire,China,2.5653865738375057,4462,640088021.5274798,4,2024,2
Flood,Japan,8.41397848591907,3511,577046089.0153672,4,2024,0
Earthquake,USA,8.315354214995738,8968,330390801.47051287,4,2024,0
Flood,Japan,5.356786642035987,2178,361741968.0580012,4,2024,0
Wildfire,Indonesia,7.762301821877593,5546,482294077.7451744,4,2024,2
Earthquake,Indonesia,7.175439090017992,5103,788540527.1418523,4,2024,0
Flood,Japan,1.7997684955659463,2859,851397667.1599526,4,2024,0
Earthquake,Indonesia,9.274482152051023,6962,743142017.6023955,4,2024,0
Flood,Japan,4.17718556898763,3981,198594547.18226907,4,2024,0
Flood,Japan,6.987391680813293,2802,423065314.8484142,4,2024,0
Wildfire,USA,5.991406449615993,2868,502846379.92120415,4,2024,2
Tornado,USA,4.747093826715749,2641,421169093.6658539,4,2024,2
Wildfire,USA,4.670415470864767,5086,650987101.7071434,4,2024,2
Earthquake,USA,8.781339503655374,6015,970995889.6231016,4,2024,0
Hurricane,USA,8.10103820600728,219,959676662.4684752,4,2024,3
Wildfire,China,5.7270475067710365,2041,442369030.5031896,4,2024,2
Hurricane,Indonesia,2.000261872151881,2126,859894934.4579381,4,2024,3
Wildfire,Japan,8.198466843837496,6085,186560075.48857248,4,2024,2
Hurricane,China,1.9926889422452616,9851,822186213.4761084,4,2024,3
Wildfire,India,7.311113435448849,3810,209558853.69269872,4,2024,2
Tornado,Indonesia,5.76633759643925,1325,147748073.50928065,4,2024,2
Flood,China,9.258878135713037,429,713076670.5340275,4,2024,0
Earthquake,Japan,4.272100989351415,7982,273142641.66633004,4,2024,0
Wildfire,India,1.0980662228722005,4061,689168360.394795,4,2024,2
Earthquake,Indonesia,6.796112164905324,7324,419225589.06814873,4,2024,0
Tornado,USA,1.294578082833202,1857,997376329.751462,4,2024,2
Flood,Indonesia,5.82747354586422,1377,104024538.63066362,4,2024,0
Tornado,Brazil,2.603330223775791,35,293632774.5370905,4,2024,2
Wildfire,Indonesia,6.488753161947664,9165,7085744.3170298,4,2024,2
Earthquake,Japan,1.4561755861274874,3325,105320218.85756366,4,2024,0
Wildfire,China,3.207253323688619,7274,576123338.7697936,4,2024,2
Tornado,India,3.147066222393053,511,69643392.62631889,4,2024,2
Earthquake,China,1.136293231275161,5482,826101329.0353817,4,2024,0
Hurricane,Japan,3.1608686129366976,5877,746633947.3731658,4,2024,3
Wildfire,India,4.143561124305865,1445,848496901.0691967,4,2024,2
Flood,USA,5.785336856743866,583,753031334.0473673,4,2024,0
Wildfire,USA,6.726286749759135,7077,828770467.6656024,4,2024,2
Tornado,Brazil,5.220905936787969,2469,257019554.519175,4,2024,2
Earthquake,India,6.0907516282676095,9763,300749924.31702024,4,2024,0
Flood,USA,9.389745297430592,9323,616828837.4092768,4,2024,0
Earthquake,Indonesia,1.7321285805834798,2258,820816068.0794443,4,2024,0
Earthquake,Brazil,1.4884182781059558,6727,366910798.8692696,4,2024,0
Earthquake,Brazil,2.730950078540305,7951,820949381.8225514,4,2024,0
Earthquake,China,8.08291010388189,2819,729879601.91686,4,2024,0
Earthquake,Brazil,4.760015919242852,6445,589972091.7915282,4,2024,0
Earthquake,Japan,8.55108468402017,9103,689008089.9322008,4,2024,0
Tornado,China,8.889969480315022,5239,84079837.03666359,4,2024,2
Flood,USA,5.075618638585461,7029,663543110.216939,4,2024,0
Hurricane,Japan,9.40308075109694,644,396712150.48161405,4,2024,3
Flood,China,2.623329574742917,5452,726061394.6368452,4,2024,0
Wildfire,India,2.471552508715192,7421,96289122.31963626,4,2024,2
Tornado,Brazil,1.3986791232354658,8390,917664200.7038796,4,2024,2
Hurricane,Indonesia,8.088719203135508,9363,856581160.0681666,4,2024,3
Hurricane,Indonesia,9.21551266488,1917,840493551.0958966,4,2024,3
Tornado,India,8.246435217147434,9071,638855941.2631488,4,2024,2
Hurricane,Indonesia,9.029273782559534,3022,746747020.0486181,4,2024,3
Earthquake,India,3.5850209670181163,4097,844478959.9928393,4,2024,0
Earthquake,India,7.658031227029703,604,639238437.0485015,4,2024,0
Earthquake,China,3.930845291503301,638,607314224.3700651,4,2024,0
Hurricane,Indonesia,2.9147002608597123,2161,895885629.211566,4,2024,3
Tornado,China,3.891066868409336,795,806650369.3296751,4,2024,2
Tornado,Brazil,2.062268327721543,809,889437230.8438202,4,2024,2
Earthquake,India,8.991474896970054,1753,590025635.1731132,4,2024,0
Wildfire,China,6.575326541163412,4914,313879542.3119382,4,2024,2
Tornado,China,2.917032965265961,7478,674903730.4736125,4,2024,2
Wildfire,Indonesia,4.490999795042333,9829,813654002.045343,4,2024,2
Wildfire,China,5.379227273503352,8002,846429670.4916613,4,2024,2
Wildfire,USA,1.391819936787104,8502,183935066.732038,4,2024,2
Earthquake,China,3.47403172775404,6070,352810508.84100014,4,2024,0
Tornado,Japan,3.473475157130582,7968,273400124.8664194,4,2024,2
Wildfire,USA,3.168494880238512,3989,6210488.605941393,4,2024,2
Earthquake,India,7.027828588109443,3737,296453330.903497,4,2024,0
Tornado,India,9.985868520308577,3506,600787631.8493035,4,2024,2
Wildfire,Japan,4.133381164673341,6645,555303846.324233,4,2024,2
Earthquake,USA,4.824681501271535,6183,538436509.0703795,4,2024,0
Flood,Indonesia,3.495455193931297,2104,781851139.6445233,4,2024,0
Earthquake,India,9.55118941431678,2517,231815751.6140763,4,2024,0
Wildfire,Indonesia,7.187053798704076,5182,599914039.2211877,4,2024,2
Earthquake,Brazil,6.781291174938632,1921,567602300.3142486,4,2024,0
Hurricane,China,2.18593784743549,2809,563362868.5736482,4,2024,3
Earthquake,China,6.05906619240612,6727,283556891.0952015,4,2024,0
Hurricane,Japan,9.583103115158243,5492,260941163.84284556,4,2024,3
Wildfire,India,1.8803919638093196,9841,258947454.77985573,4,2024,2
Tornado,China,2.387144144079405,1156,854231626.8077406,4,2024,2
Flood,China,9.275231182256269,4093,712240287.2487024,4,2024,0
Hurricane,India,5.173611446100112,1057,95980264.56500256,4,2024,3
Tornado,India,6.592550592853043,8927,694556221.6293375,4,2024,2
Flood,Indonesia,7.754214970501327,2263,505958585.5717092,4,2024,0
Flood,Brazil,1.3306197893581715,7627,184820830.78044668,4,2024,0
Tornado,China,1.5683707156501396,3712,31476453.279933456,4,2024,2
Earthquake,Japan,3.716307645054599,3189,28631195.79971986,4,2024,0
Wildfire,India,3.278810230776312,5050,179471424.3305624,4,2024,2
Tornado,USA,9.305992511070007,6223,205889203.2794357,4,2024,2
Tornado,India,4.134291236382362,1730,461205161.8291291,4,2024,2
Tornado,India,1.1360892644336915,820,126976043.34859309,4,2024,2
Earthquake,Indonesia,1.8778158110666072,1531,1419696.1771983206,4,2024,0
Wildfire,Indonesia,4.200344317114593,8567,747991138.3036498,4,2024,2
Hurricane,USA,9.254667874912114,4513,550121663.5902826,4,2024,3
Earthquake,Japan,4.848334141265894,3830,331950980.66208506,4,2024,0
Tornado,India,5.144331335505687,4834,536704472.6863037,4,2024,2
Tornado,China,1.1394812275725772,1146,576304762.5330243,4,2024,2
Hurricane,Brazil,9.80365043534266,1272,283968711.8264341,5,2024,3
Tornado,Japan,7.335159945270587,5281,339799202.7755352,5,2024,2
Wildfire,USA,4.868923206648613,5186,539726483.7363409,5,2024,2
Flood,Japan,6.713339308503029,5649,115243577.87297627,5,2024,0
Wildfire,Japan,9.0641871973067,1955,656394749.5814861,5,2024,2
Wildfire,USA,3.3697422428353656,1390,665184045.7814677,5,2024,2
Earthquake,India,2.965207037947114,7316,289566773.3815294,5,2024,0
Earthquake,China,5.025491520723563,4337,811229832.4152616,5,2024,0
Tornado,India,1.7114843537308546,6344,444446359.4370062,5,2024,2
Tornado,Indonesia,4.0567155787396105,5664,33551353.60889673,5,2024,2
Wildfire,USA,8.052314813794883,2229,578624186.8436534,5,2024,2
Wildfire,Brazil,2.650310761429119,1267,275544453.94577146,5,2024,2
Earthquake,Brazil,3.675823817757374,6488,62273995.08957473,5,2024,0
Tornado,Brazil,6.777711697661937,8970,234346070.4533848,5,2024,2
Earthquake,China,8.714448402497297,3752,741711210.5747685,5,2024,0
Earthquake,USA,3.3607691026332094,4014,810197550.1825024,5,2024,0
Hurricane,Brazil,7.31309871837113,9309,892147908.8266351,5,2024,3
Flood,China,1.565929722070503,6915,415061809.77546734,5,2024,0
Flood,USA,6.783677450000141,723,19710553.26848032,5,2024,0
Flood,China,5.920564893785033,7598,388707753.4284169,5,2024,0
Hurricane,India,3.817294781799181,5575,947360545.2062808,5,2024,3
Tornado,India,2.6432448798055086,9793,708058030.4599229,5,2024,2
Wildfire,India,1.9334889587373545,1383,108671597.3842754,5,2024,2
Earthquake,Indonesia,3.074678263157605,876,243961830.07616627,5,2024,0
Tornado,Indonesia,2.6340512734528065,2311,999451055.582978,5,2024,2
Earthquake,Japan,9.83329906080044,2940,266239177.3584336,5,2024,0
Tornado,Japan,3.2808276410846102,7529,45536254.82392235,5,2024,2
Wildfire,USA,2.002248336229844,9231,667185322.8827744,5,2024,2
Tornado,Brazil,1.2827083938686936,2317,813969172.6739875,5,2024,2
Hurricane,Japan,3.3832011775030035,1838,785930705.3852344,5,2024,3
Wildfire,Indonesia,8.579090822834553,6568,294207532.3071037,5,2024,2
Wildfire,Indonesia,6.637558156332378,6555,435910086.1299605,5,2024,2
Hurricane,Japan,2.830660352302091,1627,737199847.7153821,5,2024,3
Hurricane,USA,4.425280550225842,8252,963856577.4973404,5,2024,3
Wildfire,Brazil,4.80428911291974,6543,962040392.7598315,5,2024,2
Hurricane,Indonesia,7.587362710147424,3186,928887066.1623346,5,2024,3
Hurricane,Japan,9.758642550567483,6544,755437796.9853269,5,2024,3
Tornado,Japan,4.528718032502523,7724,990007610.8000478,5,2024,2
Earthquake,Indonesia,1.9538278375089613,9386,556828325.6523777,5,2024,0
Tornado,Indonesia,5.524875422448877,6928,418144678.0655489,5,2024,2
Flood,Japan,2.0868107199482884,914,353981325.70466465,5,2024,0
Wildfire,Indonesia,7.347829623694807,2740,491612826.5249661,5,2024,2
Tornado,Japan,9.36337966906143,3464,286769461.2127398,5,2024,2
Tornado,India,9.041646869255922,2229,382029942.4995032,5,2024,2
Wildfire,China,8.68099146142157,1194,598116219.8265562,5,2024,2
Tornado,USA,9.059445639107876,1533,388013523.2836221,5,2024,2
Flood,Japan,8.468916402159053,2146,952134142.4808615,5,2024,0
Hurricane,Japan,4.552465787062114,1326,460930607.02606505,5,2024,3
Wildfire,India,9.551334108147676,7329,368284162.4270465,5,2024,2
Earthquake,China,7.729867347917568,2297,922728200.0553008,5,2024,0
Earthquake,USA,9.85176494814934,3203,662935970.3927497,5,2024,0
Tornado,China,1.780106974026441,8690,48855201.19794839,5,2024,2
Tornado,India,1.225995187584913,8347,865812723.8628901,5,2024,2
Hurricane,India,9.477930299741695,7331,480923251.5131706,5,2024,3
Hurricane,Indonesia,1.4458839736238691,9960,950283864.56382,5,2024,3
Tornado,Brazil,1.0785930360829583,5555,764638683.1729227,5,2024,2
Wildfire,India,9.462375697061884,3329,533510629.9527381,5,2024,2
Earthquake,China,8.91397594020722,3077,312750984.7059456,5,2024,0
Flood,China,5.366579466087382,8040,824374267.3321114,5,2024,0
Earthquake,Japan,3.001476097784538,436,298527226.40038455,5,2024,0
Earthquake,Indonesia,5.873566550386699,5369,817415608.4116533,5,2024,0
Earthquake,China,3.99420925236545,2830,530876190.8471226,5,2024,0
Tornado,Indonesia,7.172401666319962,7547,1574111.657747765,5,2024,2
Tornado,India,7.494123976348321,8969,167214851.6242029,5,2024,2
Flood,Brazil,7.533474652964948,9861,798926501.7754314,5,2024,0
Wildfire,Brazil,3.036360216886604,5783,630127861.7015855,5,2024,2
Hurricane,USA,2.161772672723438,5838,904220154.2190858,5,2024,3
Flood,India,1.1966249191641212,8504,499310623.8200732,5,2024,0
Wildfire,Japan,3.7623516096853713,2343,926703941.809605,5,2024,2
Tornado,India,3.5013586083043364,9549,660682990.3865836,5,2024,2
Earthquake,China,5.454431380050433,9787,526465975.8943861,5,2024,0
Flood,USA,8.953138922549092,29,800439168.2203605,5,2024,0
Tornado,Indonesia,2.2052628379098382,93,851146336.7726585,5,2024,2
Flood,Japan,4.624303660425513,1672,831027610.7836128,5,2024,0
Earthquake,Indonesia,1.878319494438375,4463,242551067.5578008,5,2024,0
Tornado,India,8.029866619000202,5751,391615660.25553656,5,2024,2
Tornado,China,5.28262330592609,6714,992921606.8491908,5,2024,2
Hurricane,USA,5.161421269950994,6953,560939233.8051956,5,2024,3
Hurricane,China,8.475176813252851,5728,222240981.0581059,5,2024,3
Earthquake,China,9.48113887170981,4200,125321728.1194858,5,2024,0
Hurricane,Indonesia,2.911201541268027,6951,49337037.63631395,5,2024,3
Hurricane,Japan,6.660741286097362,9371,605851166.0557748,5,2024,3
Earthquake,Indonesia,6.603071420391763,692,698131410.8885165,5,2024,0
Hurricane,USA,4.88327301109543,1635,139990174.8365693,5,2024,3
Wildfire,India,1.8579217096610048,539,568069365.0874156,5,2024,2
Tornado,India,7.640604050725445,7801,654183205.0969999,5,2024,2
Flood,Brazil,5.779793728403079,6528,93760616.76184936,5,2024,0
Hurricane,Japan,8.96780765379646,3871,965713917.7820036,5,2024,3
Tornado,Brazil,2.9857763567606392,1614,761911690.7718073,5,2024,2
Flood,Brazil,6.860167428157621,7351,286386106.9373489,5,2024,0
Flood,Japan,8.012368883965909,1990,746180256.2105968,5,2024,0
Wildfire,USA,9.694680415507095,5351,55300646.425804585,5,2024,2
Tornado,Brazil,9.382662033194215,332,251068623.5278252,5,2024,2
Flood,Brazil,6.452464806552954,2079,928050371.964862,5,2024,0
Wildfire,USA,7.518640935542162,3491,558982153.2003763,5,2024,2
Flood,Japan,7.613061151641887,767,809691498.7854606,5,2024,0
Hurricane,India,7.425821353907244,1806,638659592.8762517,5,2024,3
Earthquake,Brazil,1.3149986266441354,6448,565954038.6050847,5,2024,0
Flood,India,6.605027288039919,975,700588611.3355467,5,2024,0
Hurricane,Indonesia,3.247586394632183,1342,913602615.5162373,5,2024,3
Earthquake,Japan,8.964430928752467,9414,835905973.7890483,5,2024,0
Flood,Japan,1.5702385450224492,7145,130731360.3526034,5,2024,0
Wildfire,Indonesia,4.566970787986637,4822,431085647.9005304,5,2024,2
Wildfire,India,6.19369191079358,6352,292382809.4947056,5,2024,2
Tornado,India,2.3973542094160964,8035,55956694.94427156,5,2024,2
Wildfire,USA,8.59433411606263,8334,429544361.413283,5,2024,2
Tornado,USA,8.556933827931529,7590,190226521.651828,5,2024,2
Wildfire,India,9.328712685967195,1588,882264312.0285696,5,2024,2
Flood,Indonesia,5.776154061892392,3388,278269960.51685905,5,2024,0
Earthquake,China,9.782519227020286,259,76458908.26058628,5,2024,0
Hurricane,Brazil,8.848000537275535,9466,584309005.1835845,5,2024,3
Flood,Indonesia,5.531725253087395,9865,79421213.89162678,5,2024,0
Flood,India,5.00531483274083,3458,357334504.0076628,5,2024,0
Hurricane,Indonesia,8.500238679023296,3523,11598982.25593398,5,2024,3
Flood,India,4.721498245631864,6379,226265932.80607116,5,2024,0
Tornado,Brazil,1.1910699135860028,9206,270217739.437265,5,2024,2
Earthquake,Japan,3.609225768802442,6562,823114077.9670086,5,2024,0
Wildfire,Brazil,4.79647102515589,8733,94255084.97386543,5,2024,2
Flood,Brazil,4.033760838313863,7085,106204991.394541,5,2024,0
Tornado,India,5.885149853945512,122,899468855.6271616,5,2024,2
Earthquake,Indonesia,3.583958916642182,547,373924440.3691784,5,2024,0
Wildfire,India,6.0219176106327525,8854,97946659.4493386,5,2024,2
Wildfire,Brazil,1.1631449923905786,6889,472308855.6826304,5,2024,2
Wildfire,Brazil,5.663912024065778,6184,913151504.0016108,5,2024,2
Tornado,China,1.0235679441171306,4182,259768374.9652681,5,2024,2
Tornado,Brazil,1.2456918044549383,7927,788902056.0651504,5,2024,2
Wildfire,Indonesia,4.1354688914504685,5878,368642784.3729504,5,2024,2
Wildfire,Japan,7.51590089916612,1574,786249915.6650231,5,2024,2
Wildfire,Brazil,3.2250404066230205,954,432390691.1481323,5,2024,2
Hurricane,China,9.549335084304088,3219,539635656.5464079,5,2024,3
Hurricane,China,4.937164041454077,6677,630013575.6681926,5,2024,3
Hurricane,Brazil,2.354114577725792,6784,572292581.3237463,5,2024,3
Wildfire,USA,2.0205452719684587,4104,673851282.2298787,5,2024,2
Flood,India,3.3934539972491917,926,230986978.39508808,5,2024,0
Flood,India,3.331084567011323,7049,990708810.167933,5,2024,0
Hurricane,Brazil,9.665399999850704,4879,64922166.800798565,5,2024,3
Tornado,USA,7.07909996674416,6652,978141460.9563432,5,2024,2
Tornado,Japan,8.556019203044581,7431,863620860.0953963,5,2024,2
Hurricane,Indonesia,5.8298818086953474,7497,80381418.1816933,5,2024,3
Hurricane,Japan,5.234802984622279,5234,94437787.45079964,5,2024,3
Flood,Indonesia,6.092341770355899,6834,502992112.3582681,5,2024,0
Flood,Indonesia,5.2247091873213565,5745,580575922.7353843,5,2024,0
Earthquake,India,6.130964575558157,765,227577760.85223076,5,2024,0
Earthquake,Japan,9.210041868026584,6950,922522541.6896454,5,2024,0
Earthquake,China,2.085426773532736,6215,827960143.1735307,5,2024,0
Tornado,Japan,8.56961494145283,6210,458002291.8008081,5,2024,2
Hurricane,Indonesia,8.4255941646733,1591,198239235.64101395,5,2024,3
Flood,Brazil,6.783964798443568,3699,495536811.2797383,5,2024,0
Flood,Brazil,6.033969250482313,3482,941490001.0604198,5,2024,0
Earthquake,Brazil,4.92266434858386,7609,262929760.149208,5,2024,0
Hurricane,Brazil,8.998249523741531,6799,559351032.9742745,5,2024,3
Hurricane,Indonesia,3.957692034219772,2155,585206066.7893473,5,2024,3
Tornado,USA,2.5638751125004244,8995,305394348.1558312,5,2024,2
Flood,China,3.319795785299476,8041,983617500.8603362,5,2024,0
Flood,Brazil,7.8109231438194495,52,964238854.9679608,5,2024,0
Wildfire,Brazil,9.55651299042424,5666,641941812.1228523,5,2024,2
Hurricane,Indonesia,4.334793460122585,4613,408950074.5258257,5,2024,3
Earthquake,Brazil,5.465744969069899,1913,810575754.0025289,5,2024,0
Earthquake,Indonesia,4.817464547405448,2973,140143080.16127884,5,2024,0
Tornado,Brazil,1.9509356965786195,8347,741863804.4327807,5,2024,2
Wildfire,China,9.09079752845865,3803,412324357.4069738,5,2024,2
Tornado,USA,5.452632105224497,3807,373760053.83147234,5,2024,2
Wildfire,Japan,4.415868050922013,2497,186005103.34988472,5,2024,2
Wildfire,Brazil,8.174035580589216,5331,257128163.2220133,5,2024,2
Wildfire,China,8.639070325962647,1738,619731506.5475104,5,2024,2
Earthquake,Japan,2.518802934300288,9253,26728529.17699127,5,2024,0
Earthquake,India,2.114570292746227,214,70127816.70119026,5,2024,0
Hurricane,China,1.0530289475273766,8155,800751321.4741259,5,2024,3
Tornado,India,2.276607576071803,107,345574410.7580868,5,2024,2
Earthquake,Brazil,5.611772507403767,6595,692612845.529979,5,2024,0
Wildfire,Brazil,9.823932495082826,3074,343385408.4445238,5,2024,2
Hurricane,Indonesia,6.516572475507905,1115,381489961.5109244,5,2024,3
Tornado,USA,9.693151169683665,2671,153290353.9067811,5,2024,2
Hurricane,Japan,8.716747577728162,6847,46587566.65901461,5,2024,3
Wildfire,Japan,7.53982315834031,7786,710911608.9388278,5,2024,2
Wildfire,India,6.132190140094908,2910,409679447.8426738,5,2024,2
Wildfire,Indonesia,5.798185100158132,4266,884434848.9942845,5,2024,2
Earthquake,China,2.6343250042362008,5775,963614241.1161176,5,2024,0
Tornado,India,4.291335089112257,8282,211917076.94364083,5,2024,2
Wildfire,Brazil,3.0960449404072787,1115,381833819.0394216,5,2024,2
Hurricane,Japan,4.928251923368647,5310,144365875.15692508,5,2024,3
Flood,India,2.1834559797509736,2780,822679121.892485,5,2024,0
Flood,India,8.61357397727642,5270,349381531.4117548,5,2024,0
Wildfire,Indonesia,9.85541213647158,7776,813757346.265876,5,2024,2
Earthquake,India,7.468529550691511,1711,372166726.6053227,5,2024,0
Flood,China,3.909015259914304,3689,926136461.2800808,5,2024,0
Flood,China,4.260820499892207,6767,727639296.3192995,5,2024,0
Hurricane,Indonesia,1.5996096140307436,9390,556037851.0175381,5,2024,3
Wildfire,USA,6.15868139290461,7830,453753707.6913255,5,2024,2
Hurricane,Indonesia,3.667183898874295,5314,793176533.065947,5,2024,3
Tornado,China,3.4188437179362,6013,846872305.9559855,5,2024,2
Flood,China,2.1204708050482144,6825,963257902.1386732,5,2024,0
Flood,India,2.160591291127479,2374,950087839.0697738,5,2024,0
Tornado,USA,5.948045295420353,6280,962692375.9928588,5,2024,2
Flood,China,2.921014337375565,9075,439075814.1143837,5,2024,0
Wildfire,China,6.331611870103745,9913,50639617.07022248,5,2024,2
Tornado,China,8.281290685150935,4099,633546858.8737288,5,2024,2
Flood,Indonesia,1.8186464368669308,8042,897708359.1460598,5,2024,0
Wildfire,Indonesia,5.897736086911875,2756,531344502.8854802,5,2024,2
Wildfire,India,2.513798512562755,919,517172871.3271914,5,2024,2
Wildfire,Japan,6.097138765161163,6783,339008174.9511355,5,2024,2
Earthquake,Brazil,9.387609567313104,4332,772826549.7468005,5,2024,0
Tornado,India,6.238269951874615,6329,542760404.6281157,5,2024,2
Hurricane,Japan,5.535938081091732,6949,758994715.4288876,5,2024,3
Wildfire,China,7.912008397556372,8556,867330800.4764408,5,2024,2
Hurricane,USA,1.101347673478598,585,400634674.4035936,5,2024,3
Hurricane,China,4.867925168127504,765,261010341.04690456,5,2024,3
Wildfire,Indonesia,3.228159160825292,9230,104858976.858195,5,2024,2
Tornado,USA,6.102692931490008,4479,941022841.4119904,5,2024,2
Hurricane,India,2.2450148600599293,6841,804042520.7489213,5,2024,3
Tornado,USA,1.6384889990080898,808,264589222.63842785,5,2024,2
Tornado,India,2.025519879945953,3819,512292537.3298332,5,2024,2
Tornado,India,4.199914825182556,6686,434631068.4055258,5,2024,2
Earthquake,India,7.833656607126469,2951,748139992.7491058,5,2024,0
Flood,Brazil,5.916293162644443,244,503966916.2792195,5,2024,0
Tornado,Brazil,8.73429033038277,8031,71574103.97266532,5,2024,2
Flood,USA,7.096928604357099,5011,283892020.886755,5,2024,0
Wildfire,USA,5.664978460642737,5327,217826723.52510843,5,2024,2
Tornado,Brazil,7.5185589355756335,6336,780279864.6194569,5,2024,2
Wildfire,Brazil,4.403054480407312,8088,672007809.5901779,5,2024,2
Wildfire,China,5.788495287396,5142,571415809.9839382,5,2024,2
Wildfire,Indonesia,9.93149470388684,1300,513305612.9554169,5,2024,2
Wildfire,Brazil,8.272971152652682,8650,29669793.88856285,5,2024,2
Hurricane,Brazil,4.724197133455881,6322,848744253.9035171,5,2024,3
Hurricane,USA,9.99299062776558,4621,264428112.23736465,5,2024,3
Earthquake,China,5.800683352829,4693,279820055.58265895,5,2024,0
Earthquake,Brazil,3.125724233759516,2419,285091530.8635418,5,2024,0
Wildfire,Indonesia,3.014029687557397,9769,569372855.6305052,5,2024,2
Tornado,USA,5.279856261410169,9697,539990780.5915592,5,2024,2
Hurricane,Brazil,4.175391594792215,1921,569688579.3652675,5,2024,3
Flood,India,5.4300507261942,3779,574101570.9279374,5,2024,0
Tornado,Brazil,4.404347512561975,2570,471411939.530055,5,2024,2
Earthquake,Japan,1.761736528481098,4413,84733993.42102227,5,2024,0
Earthquake,Japan,8.06369622305099,4493,899523959.3948299,5,2024,0
Flood,USA,8.893182921339054,1424,358448600.05113506,5,2024,0
Flood,China,9.063189149969922,307,295495732.6756961,5,2024,0
Flood,India,9.395473325596493,5706,991558649.5851848,5,2024,0
Wildfire,China,5.998757922468683,8454,71302580.10411955,5,2024,2
Earthquake,Brazil,1.5206962352247233,8589,56940150.21799554,5,2024,0
Wildfire,India,2.399918569620001,780,552162891.1991236,5,2024,2
Wildfire,China,7.341655050264986,348,918600444.2546694,5,2024,2
Flood,India,4.000867977634831,3254,396391900.9237482,5,2024,0
Earthquake,Brazil,6.618287989247059,8061,651898193.9000705,5,2024,0
Earthquake,Brazil,1.49642863972269,1647,685811153.0503964,5,2024,0
Flood,Brazil,1.0657970887816282,2742,126194439.76026036,5,2024,0
Wildfire,USA,1.0244984901201435,4810,10922991.959495865,5,2024,2
Wildfire,Brazil,6.374705449539334,1937,574449052.0515143,5,2024,2
Tornado,China,7.876423529498965,6618,893964009.5297543,5,2024,2
Flood,USA,5.360375232364104,7463,903758642.0268192,5,2024,0
Wildfire,Indonesia,3.252374889608696,4104,60214273.93694949,5,2024,2
Flood,Japan,6.0218806625535946,8380,904873124.7986538,5,2024,0
Hurricane,India,6.641927838179319,2250,191482259.9608212,5,2024,3
Tornado,Japan,2.3678527311699864,1984,594061054.4094219,5,2024,2
Flood,China,3.6023613976404536,2014,474097851.7370893,5,2024,0
Hurricane,Indonesia,7.1010844890221,1943,285896182.01645064,5,2024,3
Earthquake,USA,3.462238268752868,8124,304213764.99051195,5,2024,0
Flood,China,7.293344285977616,2732,476093772.773215,5,2024,0
Earthquake,China,2.042297378357003,6854,13054508.34039984,5,2024,0
Earthquake,USA,8.858255672102905,7967,824649853.5216407,5,2024,0
Hurricane,USA,1.4591864865474329,3816,825893071.3115876,5,2024,3
Flood,India,4.598576923801962,6516,538093389.6207237,5,2024,0
Tornado,Indonesia,3.478858645751563,3783,830395681.4846555,5,2024,2
