Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss($)
2222,Earthquake,Indonesia,5.8691500082883366,2024-04-02 13:00:00,9172,832084142.3729012
2223,Flood,Indonesia,3.6759896851901197,2024-04-02 14:00:00,7039,305283239.0322729
2224,Hurricane,India,2.6692382366862644,2024-04-02 15:00:00,2944,817817438.3784201
2225,Tornado,India,8.268762778325677,2024-04-02 16:00:00,4580,833618390.4809865
2226,Earthquake,Brazil,3.7454349135352487,2024-04-02 17:00:00,6103,595867588.7466525
2227,Tornado,India,5.585150019760845,2024-04-02 18:00:00,4364,100424298.73476884
2228,Flood,Indonesia,8.630800241945238,2024-04-02 19:00:00,4364,556649969.717486
2229,Flood,USA,5.319659278302846,2024-04-02 20:00:00,9887,22303852.73685208
2230,Flood,USA,4.651320995142396,2024-04-02 21:00:00,9208,488754952.1097049
2231,Wildfire,Brazil,4.5985312565332475,2024-04-02 22:00:00,5944,931833656.3947932
2232,Flood,Brazil,2.6201980097203927,2024-04-02 23:00:00,6420,637481519.1962948
2233,Flood,Brazil,3.050469003536812,2024-04-03 00:00:00,9966,523026884.2625384
2234,Flood,China,5.495123095932724,2024-04-03 01:00:00,9387,907497891.6686779
2235,Flood,USA,2.8439078673798592,2024-04-03 02:00:00,3196,686052589.5196837
2236,Wildfire,Brazil,3.8383643073957927,2024-04-03 03:00:00,8186,368105125.5242076
2237,Tornado,Japan,3.4042383957899416,2024-04-03 04:00:00,2707,177753435.0204704
2238,Hurricane,USA,5.79964887496063,2024-04-03 05:00:00,6083,761778441.1840072
2239,Tornado,Indonesia,9.682804809094215,2024-04-03 06:00:00,6849,203958188.79705885
2240,Earthquake,India,1.5573367895873045,2024-04-03 07:00:00,711,919487060.5706773
2241,Earthquake,China,2.6730159146367423,2024-04-03 08:00:00,9295,378582343.98888344
2242,Earthquake,Japan,1.7797642108925031,2024-04-03 09:00:00,3372,809882006.4968092
2243,Earthquake,Japan,2.6559553223692465,2024-04-03 10:00:00,9060,857193253.0387028
2244,Earthquake,Japan,1.6303472704338589,2024-04-03 11:00:00,4456,100893347.47723606
2245,Wildfire,Brazil,5.791510353014597,2024-04-03 12:00:00,7726,666416321.6454451
2246,Hurricane,Japan,7.8957975889959116,2024-04-03 13:00:00,5360,201864844.4434648
2247,Hurricane,Indonesia,8.794840841114926,2024-04-03 14:00:00,6285,140460106.41503343
2248,Wildfire,Indonesia,8.368772449575076,2024-04-03 15:00:00,3212,282816181.805124
2249,Flood,India,8.019347578976207,2024-04-03 16:00:00,7783,929099202.9297279
2250,Wildfire,Japan,4.48424124967717,2024-04-03 17:00:00,1894,557127232.2108736
2251,Earthquake,Brazil,7.900907795048266,2024-04-03 18:00:00,8216,206782831.4041683
2252,Hurricane,Indonesia,3.1079005417355696,2024-04-03 19:00:00,9799,441963175.486331
2253,Hurricane,China,5.79867421553467,2024-04-03 20:00:00,6834,13312589.054886078
2254,Tornado,Japan,9.474134664595773,2024-04-03 21:00:00,1243,367876295.9637907
2255,Tornado,Brazil,7.278854797345164,2024-04-03 22:00:00,69,977255494.9972588
2256,Wildfire,USA,9.600328259474162,2024-04-03 23:00:00,829,198513043.55716118
2257,Earthquake,Indonesia,5.223299435049221,2024-04-04 00:00:00,578,496996009.0632723
2258,Tornado,Brazil,5.986382342918547,2024-04-04 01:00:00,1502,196372990.1782146
2259,Tornado,USA,2.847903098804949,2024-04-04 02:00:00,7759,382266912.99053806
2260,Tornado,Japan,7.990062545819256,2024-04-04 03:00:00,4113,412842107.7268543
2261,Hurricane,Japan,4.168777375711244,2024-04-04 04:00:00,5494,332767622.92252177
2262,Earthquake,USA,3.876892203318328,2024-04-04 05:00:00,8448,799314116.7800009
2263,Tornado,USA,6.118748018720265,2024-04-04 06:00:00,5730,538982851.9933404
2264,Hurricane,Indonesia,8.638159662742016,2024-04-04 07:00:00,1720,264145425.19047016
2265,Hurricane,Brazil,6.405011652722749,2024-04-04 08:00:00,817,486129828.81141526
2266,Flood,Brazil,5.1879923666007715,2024-04-04 09:00:00,7020,328384734.14268285
2267,Flood,USA,5.210577549977929,2024-04-04 10:00:00,9083,808732137.6330764
2268,Tornado,China,4.870362010024755,2024-04-04 11:00:00,1781,373733138.5960088
2269,Earthquake,Japan,8.032983058279846,2024-04-04 12:00:00,6342,231563463.85599247
2270,Hurricane,USA,5.774866981827599,2024-04-04 13:00:00,8518,272403809.51708764
2271,Wildfire,Japan,8.600482701928453,2024-04-04 14:00:00,5354,648838621.7951319
2272,Wildfire,USA,2.8099780637859917,2024-04-04 15:00:00,1747,763308908.9742323
2273,Earthquake,China,7.4118840285784255,2024-04-04 16:00:00,1718,448513603.882575
2274,Tornado,India,4.036475811003651,2024-04-04 17:00:00,527,169059571.18629113
2275,Tornado,India,5.786878157907123,2024-04-04 18:00:00,1207,496455907.227511
2276,Wildfire,India,5.570772288465818,2024-04-04 19:00:00,1553,528112179.9637598
2277,Wildfire,USA,6.4336646345481405,2024-04-04 20:00:00,7104,957211262.9045306
2278,Tornado,India,7.5439394361739165,2024-04-04 21:00:00,6962,73595437.7394736
2279,Hurricane,China,6.897113941142809,2024-04-04 22:00:00,5022,829668259.1495919
2280,Tornado,Japan,7.551830595460298,2024-04-04 23:00:00,9202,80624324.67386642
2281,Hurricane,Indonesia,8.032450527253513,2024-04-05 00:00:00,6645,598881829.7642003
2282,Hurricane,China,2.5813185063536612,2024-04-05 01:00:00,6479,686867693.3069265
2283,Tornado,Indonesia,5.851375277834243,2024-04-05 02:00:00,2966,712995857.1033484
2284,Flood,Japan,4.020306501681947,2024-04-05 03:00:00,4826,464957968.0625952
2285,Tornado,Indonesia,9.909923354605564,2024-04-05 04:00:00,259,925645365.2761075
2286,Earthquake,China,1.5030242071114523,2024-04-05 05:00:00,3509,112673367.08863251
2287,Hurricane,China,9.390487231373227,2024-04-05 06:00:00,8062,372072014.24212384
2288,Tornado,India,3.0823628962079774,2024-04-05 07:00:00,1229,937583236.1969563
2289,Flood,India,5.171065242125041,2024-04-05 08:00:00,6168,67795803.14582516
2290,Flood,Indonesia,3.250393118187108,2024-04-05 09:00:00,2972,288142920.8650906
2291,Hurricane,USA,6.079278253907248,2024-04-05 10:00:00,3326,849493005.0299147
2292,Hurricane,Japan,8.57562766539512,2024-04-05 11:00:00,1715,444249321.18651444
2293,Flood,Brazil,4.509257712654467,2024-04-05 12:00:00,5992,231111774.49310765
2294,Wildfire,USA,7.758310323318233,2024-04-05 13:00:00,9324,603894472.4307543
2295,Wildfire,China,2.850425860485569,2024-04-05 14:00:00,4671,978309171.0876989
2296,Flood,India,7.53527641233098,2024-04-05 15:00:00,541,948973382.5124676
2297,Tornado,USA,3.755295458562321,2024-04-05 16:00:00,4822,743502782.2476017
2298,Wildfire,India,2.6680910529405124,2024-04-05 17:00:00,1354,800187597.2100987
2299,Earthquake,India,5.1109568921913695,2024-04-05 18:00:00,1143,51353934.77237197
2300,Tornado,India,6.885759702270871,2024-04-05 19:00:00,9990,647564196.5558232
2301,Tornado,India,2.477354469599121,2024-04-05 20:00:00,9590,683223061.1368995
2302,Wildfire,Brazil,1.0852652217862264,2024-04-05 21:00:00,1377,535699622.19708985
2303,Flood,Brazil,3.177340968780218,2024-04-05 22:00:00,1601,780837378.6445045
2304,Wildfire,Japan,8.640571357943909,2024-04-05 23:00:00,8354,459531904.454691
2305,Hurricane,Brazil,9.037709331182704,2024-04-06 00:00:00,587,588323078.5907311
2306,Tornado,India,7.544027498773626,2024-04-06 01:00:00,3715,12709662.271402424
2307,Wildfire,USA,8.978739516746762,2024-04-06 02:00:00,1653,215669677.0084439
2308,Flood,Indonesia,5.466628504799811,2024-04-06 03:00:00,1435,179592922.15712982
2309,Flood,USA,2.4808085187783706,2024-04-06 04:00:00,8377,940797531.6877867
2310,Flood,China,1.1584780748710717,2024-04-06 05:00:00,4148,496722278.38322943
2311,Flood,India,8.894421689951042,2024-04-06 06:00:00,9693,350950030.1462511
2312,Earthquake,USA,2.118011945523049,2024-04-06 07:00:00,4186,951019270.3275329
2313,Hurricane,India,7.22245669876354,2024-04-06 08:00:00,289,938623652.494288
2314,Wildfire,USA,7.989998529169824,2024-04-06 09:00:00,6969,668640468.5570612
2315,Earthquake,USA,6.5054344930815375,2024-04-06 10:00:00,9042,662147659.4223782
2316,Hurricane,Indonesia,2.087217003393844,2024-04-06 11:00:00,6171,666603262.9544573
2317,Earthquake,USA,5.725011286295797,2024-04-06 12:00:00,8365,968653670.47236
2318,Hurricane,China,7.134726559137985,2024-04-06 13:00:00,8481,848485479.7427416
2319,Tornado,Brazil,1.9215727781199403,2024-04-06 14:00:00,9353,116109456.07793471
2320,Flood,Brazil,5.016570273492645,2024-04-06 15:00:00,3410,961854897.703277
2321,Flood,Brazil,5.673303992791907,2024-04-06 16:00:00,3707,307247038.2614225
2322,Hurricane,Indonesia,5.095031385491911,2024-04-06 17:00:00,9888,191161072.99705842
2323,Hurricane,Indonesia,7.615373244836492,2024-04-06 18:00:00,95,207584780.70128736
2324,Earthquake,China,8.590000537775058,2024-04-06 19:00:00,5310,778720264.0174752
2325,Tornado,China,1.0509550378198282,2024-04-06 20:00:00,5408,599735818.200535
2326,Earthquake,India,5.96228123498948,2024-04-06 21:00:00,1234,379373943.9609779
2327,Wildfire,India,2.3076446570894436,2024-04-06 22:00:00,2418,851643858.8140768
2328,Tornado,Brazil,9.67380877497617,2024-04-06 23:00:00,7120,932492929.747784
2329,Earthquake,India,3.5606916762132683,2024-04-07 00:00:00,7212,762716129.6742923
2330,Flood,Brazil,8.840503898159454,2024-04-07 01:00:00,4923,871608534.9616536
2331,Wildfire,China,7.516683018486328,2024-04-07 02:00:00,5585,712419274.0349145
2332,Wildfire,USA,8.412548435371521,2024-04-07 03:00:00,2792,646392363.359696
2333,Earthquake,India,7.824792133716975,2024-04-07 04:00:00,4070,985231813.7771368
2334,Wildfire,China,7.100041010351308,2024-04-07 05:00:00,3082,86101933.57422416
2335,Earthquake,China,2.1404839283926775,2024-04-07 06:00:00,4298,502913683.7357368
2336,Earthquake,Japan,9.970936046668408,2024-04-07 07:00:00,8685,911534676.2625976
2337,Tornado,Brazil,7.4194058326331245,2024-04-07 08:00:00,698,631855948.432438
2338,Tornado,Brazil,6.804218532394587,2024-04-07 09:00:00,3306,306304416.5848456
2339,Earthquake,China,7.3578356187806,2024-04-07 10:00:00,6617,935288427.1859647
2340,Wildfire,Indonesia,7.180412850782138,2024-04-07 11:00:00,4442,427966006.04727525
2341,Flood,China,6.845656982123584,2024-04-07 12:00:00,7136,787006570.7447857
2342,Flood,Japan,7.438144277869771,2024-04-07 13:00:00,3660,133441275.38042134
2343,Flood,India,6.304427719896264,2024-04-07 14:00:00,2311,728743563.4771348
2344,Wildfire,USA,8.984685429671078,2024-04-07 15:00:00,8241,475157608.685737
2345,Hurricane,USA,8.779098550825408,2024-04-07 16:00:00,2708,874819417.3828315
2346,Earthquake,Brazil,1.0628356203071676,2024-04-07 17:00:00,7795,406723894.7569621
2347,Earthquake,China,5.319193525282595,2024-04-07 18:00:00,6427,164805794.87445775
2348,Tornado,Brazil,9.772758139929527,2024-04-07 19:00:00,5269,815366941.1809499
2349,Earthquake,India,7.753520727141308,2024-04-07 20:00:00,5118,953699729.0530537
2350,Hurricane,Japan,3.283874067166066,2024-04-07 21:00:00,7903,959661235.2351532
2351,Earthquake,Indonesia,3.062481130721196,2024-04-07 22:00:00,2248,449577897.25348544
2352,Tornado,India,6.389742924388241,2024-04-07 23:00:00,7587,126308211.31932537
2353,Tornado,Brazil,7.532381109427723,2024-04-08 00:00:00,8265,271441809.2962617
2354,Hurricane,China,5.228640410391955,2024-04-08 01:00:00,5041,874145188.3815256
2355,Tornado,Japan,8.622308982913559,2024-04-08 02:00:00,3652,524180424.0291824
2356,Flood,USA,4.510591693524556,2024-04-08 03:00:00,4158,818994463.468933
2357,Tornado,Brazil,9.904734980158006,2024-04-08 04:00:00,7602,777483380.4980421
2358,Hurricane,Brazil,9.027697712632293,2024-04-08 05:00:00,1953,838343571.1759152
2359,Wildfire,China,4.339933456471053,2024-04-08 06:00:00,4023,737605957.5513332
2360,Earthquake,Indonesia,3.7264660289570157,2024-04-08 07:00:00,3290,872861820.0654297
2361,Hurricane,Brazil,7.496488795913982,2024-04-08 08:00:00,5458,646653530.882022
2362,Wildfire,USA,3.1154237945677288,2024-04-08 09:00:00,1324,378665362.18377453
2363,Flood,Japan,2.9249893595994805,2024-04-08 10:00:00,2838,96931011.19384207
2364,Wildfire,Indonesia,5.086713371246142,2024-04-08 11:00:00,5754,205371259.76267424
2365,Flood,Japan,7.736205308723692,2024-04-08 12:00:00,5808,807729106.0999303
2366,Tornado,Brazil,8.187413606027683,2024-04-08 13:00:00,3844,968614931.834748
2367,Earthquake,Brazil,2.690926286276141,2024-04-08 14:00:00,9853,848730756.6455089
2368,Wildfire,Brazil,5.577122104966354,2024-04-08 15:00:00,2419,139395231.38214326
2369,Hurricane,Brazil,4.703368520426431,2024-04-08 16:00:00,6305,124515552.36131364
2370,Hurricane,China,6.486320005384182,2024-04-08 17:00:00,5769,125667579.2199743
2371,Hurricane,USA,6.464466740499626,2024-04-08 18:00:00,5244,233506351.77992323
2372,Earthquake,China,1.881764279031972,2024-04-08 19:00:00,8754,691648112.7007427
2373,Flood,Indonesia,7.283368598030991,2024-04-08 20:00:00,7524,269717298.13443226
2374,Flood,Japan,8.609058503423807,2024-04-08 21:00:00,6726,299950825.2024771
2375,Flood,Brazil,7.500782532027049,2024-04-08 22:00:00,871,598279935.8690633
2376,Tornado,Japan,7.260347267316522,2024-04-08 23:00:00,6157,768631966.6425351
2377,Earthquake,India,1.4943005104010143,2024-04-09 00:00:00,3971,984237273.3079345
2378,Tornado,USA,5.384205322454988,2024-04-09 01:00:00,596,679931720.2430897
2379,Wildfire,India,1.110912638508276,2024-04-09 02:00:00,7045,721312231.155274
2380,Hurricane,USA,3.663817800022648,2024-04-09 03:00:00,2947,268903333.85175014
2381,Tornado,India,9.96819228860764,2024-04-09 04:00:00,428,75468475.98571399
2382,Earthquake,Japan,6.561505957688116,2024-04-09 05:00:00,9164,59614233.414856546
2383,Flood,USA,5.043286943118188,2024-04-09 06:00:00,4178,829539934.0296313
2384,Earthquake,India,5.626130916666096,2024-04-09 07:00:00,7236,614413405.3686835
2385,Tornado,Brazil,3.529995690902254,2024-04-09 08:00:00,2986,614813797.2324847
2386,Earthquake,Indonesia,2.5086316977705376,2024-04-09 09:00:00,1681,131967263.21145177
2387,Hurricane,Brazil,6.275879223239373,2024-04-09 10:00:00,7266,194512636.20070878
2388,Flood,Brazil,7.700152668148059,2024-04-09 11:00:00,5922,797948031.7257099
2389,Wildfire,USA,8.27336926340904,2024-04-09 12:00:00,7426,280314713.9124713
2390,Flood,Brazil,8.62953192086706,2024-04-09 13:00:00,4744,124393441.22154602
2391,Tornado,India,1.556134152506592,2024-04-09 14:00:00,3811,474995124.9028945
2392,Wildfire,India,3.7087192754289466,2024-04-09 15:00:00,9185,801602003.7028418
2393,Earthquake,Japan,4.283512771179142,2024-04-09 16:00:00,5492,188807769.85593164
2394,Wildfire,India,9.617797500662551,2024-04-09 17:00:00,3240,891789472.1685307
2395,Tornado,USA,3.299621637484864,2024-04-09 18:00:00,3898,679551177.656168
2396,Earthquake,Indonesia,6.397936733016667,2024-04-09 19:00:00,771,147977646.36983213
2397,Hurricane,Brazil,5.911068458419152,2024-04-09 20:00:00,6620,300835744.1824718
2398,Flood,India,8.336036795630811,2024-04-09 21:00:00,6125,124200836.5573124
2399,Flood,Japan,7.687371726086734,2024-04-09 22:00:00,2271,351211762.20918757
2400,Wildfire,USA,6.658719404804312,2024-04-09 23:00:00,3635,263799418.2797233
2401,Earthquake,Japan,6.531570364756153,2024-04-10 00:00:00,4582,388890617.38057846
2402,Flood,China,1.8575760456337913,2024-04-10 01:00:00,7014,487673433.8147591
2403,Wildfire,USA,6.864531832056719,2024-04-10 02:00:00,609,382897445.0488168
2404,Flood,India,6.555473216100915,2024-04-10 03:00:00,1861,311468600.2976344
2405,Tornado,Brazil,6.2039579717957665,2024-04-10 04:00:00,7231,586369924.6806747
2406,Flood,USA,3.2033986135341435,2024-04-10 05:00:00,586,721584743.6675454
2407,Tornado,Indonesia,1.5444664308385145,2024-04-10 06:00:00,3689,59250708.459395245
2408,Wildfire,USA,5.658358364557202,2024-04-10 07:00:00,3931,18802568.941803146
2409,Tornado,China,5.510925679592266,2024-04-10 08:00:00,6235,724680244.203774
2410,Wildfire,USA,3.43142323576574,2024-04-10 09:00:00,6695,454732575.9774974
2411,Earthquake,Indonesia,2.231714866129406,2024-04-10 10:00:00,8436,993058575.4473119
2412,Flood,Japan,5.289594050469432,2024-04-10 11:00:00,7349,672392612.8773359
2413,Hurricane,China,9.512910842847855,2024-04-10 12:00:00,6350,484347857.31107014
2414,Tornado,Japan,3.4011069954729947,2024-04-10 13:00:00,7817,367340158.86866283
2415,Wildfire,China,7.150621730292581,2024-04-10 14:00:00,5463,511554104.7234751
2416,Flood,Japan,5.964008201179574,2024-04-10 15:00:00,1401,750954784.5691621
2417,Tornado,Brazil,8.36374283982677,2024-04-10 16:00:00,6282,680181168.575365
2418,Wildfire,China,4.669826196065489,2024-04-10 17:00:00,7301,122732618.53234278
2419,Flood,USA,1.4574261001519937,2024-04-10 18:00:00,603,580055764.6247252
2420,Flood,India,5.63017253796836,2024-04-10 19:00:00,7594,858391653.7836151
2421,Hurricane,USA,2.090248901086467,2024-04-10 20:00:00,94,942547380.9761198
2422,Flood,USA,8.989216102893792,2024-04-10 21:00:00,4531,753091766.3484358
2423,Flood,China,3.4873708497888676,2024-04-10 22:00:00,1443,187320329.40722907
2424,Tornado,USA,6.793000035263309,2024-04-10 23:00:00,5151,230955787.9239576
2425,Earthquake,Brazil,5.582737367642458,2024-04-11 00:00:00,1150,124361960.95298481
2426,Flood,Indonesia,1.388378998316985,2024-04-11 01:00:00,5318,40604314.66370462
2427,Flood,Indonesia,9.585935734137218,2024-04-11 02:00:00,5611,562453993.4467018
2428,Earthquake,USA,8.567614683494718,2024-04-11 03:00:00,194,500171823.2537448
2429,Earthquake,USA,3.1146294968878623,2024-04-11 04:00:00,6865,658200824.4608554
2430,Earthquake,Japan,3.938688809223673,2024-04-11 05:00:00,6122,148290688.51622307
2431,Earthquake,China,8.62749395185047,2024-04-11 06:00:00,1079,329256277.3643395
2432,Wildfire,Brazil,7.01266360177306,2024-04-11 07:00:00,6005,221043080.10811052
2433,Tornado,Japan,6.919993814877672,2024-04-11 08:00:00,306,711114725.804598
2434,Earthquake,Indonesia,6.51828884965607,2024-04-11 09:00:00,424,516963107.28729314
2435,Wildfire,Indonesia,2.9922031193158545,2024-04-11 10:00:00,8369,234288142.42502013
2436,Tornado,USA,3.019154289792992,2024-04-11 11:00:00,2367,990416856.0708231
2437,Earthquake,Japan,5.59093017489755,2024-04-11 12:00:00,5844,164251925.55151796
2438,Tornado,India,2.2171751462438074,2024-04-11 13:00:00,5316,990419097.6041217
2439,Hurricane,India,9.714163767960704,2024-04-11 14:00:00,4538,695592224.004344
2440,Hurricane,India,8.403713413439837,2024-04-11 15:00:00,4032,7256732.738721755
2441,Tornado,Brazil,8.927425634129321,2024-04-11 16:00:00,2625,857187355.19923
2442,Hurricane,Indonesia,2.4630661239309957,2024-04-11 17:00:00,6715,307782748.41787124
2443,Hurricane,USA,5.109427765946253,2024-04-11 18:00:00,6368,517703801.9244087
2444,Earthquake,Brazil,3.6840351679711656,2024-04-11 19:00:00,8617,251058976.682252
2445,Wildfire,Brazil,1.4949306457754612,2024-04-11 20:00:00,6410,892375988.4183896
2446,Wildfire,China,7.320916297041559,2024-04-11 21:00:00,6688,970349132.8615037
2447,Flood,India,2.62717989104433,2024-04-11 22:00:00,1664,6100841.065201793
2448,Earthquake,Japan,9.388418456327727,2024-04-11 23:00:00,6579,512662784.0950673
2449,Earthquake,Japan,6.915023705559242,2024-04-12 00:00:00,2183,911988403.181525
2450,Wildfire,India,5.306563883241117,2024-04-12 01:00:00,7208,93984820.03242934
2451,Tornado,USA,1.1440656057157552,2024-04-12 02:00:00,8169,758543252.4628822
2452,Flood,Indonesia,3.8815907478304745,2024-04-12 03:00:00,2311,391368458.3251129
2453,Earthquake,Brazil,2.660792318702232,2024-04-12 04:00:00,6433,37770499.06298268
2454,Earthquake,India,8.182869998094631,2024-04-12 05:00:00,3470,61059655.284832515
2455,Wildfire,China,3.500338436298924,2024-04-12 06:00:00,4370,587055411.3285843
2456,Flood,USA,6.168405374438387,2024-04-12 07:00:00,4453,3940669.8016665657
2457,Flood,Indonesia,1.8950926351382074,2024-04-12 08:00:00,3286,139188911.9288306
2458,Hurricane,India,1.294818906081809,2024-04-12 09:00:00,6223,670895810.8074374
2459,Tornado,Brazil,7.8934185392602565,2024-04-12 10:00:00,5470,208197955.49184197
2460,Tornado,Brazil,5.3771297683908985,2024-04-12 11:00:00,9520,117717370.98446217
2461,Tornado,Brazil,2.2358345570069043,2024-04-12 12:00:00,957,956550653.3131504
2462,Tornado,Indonesia,3.746417813371968,2024-04-12 13:00:00,7223,828079601.5308564
2463,Tornado,Brazil,3.4761806548423735,2024-04-12 14:00:00,1886,254164563.90046665
2464,Hurricane,China,4.485237245149327,2024-04-12 15:00:00,173,848331327.3686948
2465,Tornado,Brazil,5.82307785213918,2024-04-12 16:00:00,2771,48228489.771304145
2466,Earthquake,Japan,3.3742049344194114,2024-04-12 17:00:00,3547,364815497.6668368
2467,Flood,Japan,8.838147785646369,2024-04-12 18:00:00,6883,485730687.9200388
2468,Earthquake,China,7.754046726999899,2024-04-12 19:00:00,1017,293419298.50587964
2469,Tornado,USA,3.7043143728253787,2024-04-12 20:00:00,2369,7842679.008527045
2470,Hurricane,Japan,4.09549394749312,2024-04-12 21:00:00,5962,989812640.5275156
2471,Earthquake,China,6.370103808719742,2024-04-12 22:00:00,7662,980198834.4630876
2472,Wildfire,Indonesia,6.496496058088355,2024-04-12 23:00:00,3494,421566348.6370946
2473,Hurricane,India,8.199991371746023,2024-04-13 00:00:00,4550,513658527.2435562
2474,Wildfire,Indonesia,8.032436822421026,2024-04-13 01:00:00,2068,818734777.8929468
2475,Earthquake,India,7.436492298981492,2024-04-13 02:00:00,6060,369631004.4878872
2476,Hurricane,India,2.4854671389528193,2024-04-13 03:00:00,5405,974646258.4524623
2477,Earthquake,China,7.201341498311631,2024-04-13 04:00:00,473,24551577.57698395
2478,Wildfire,India,7.4802715722337645,2024-04-13 05:00:00,4074,48006879.24037102
2479,Wildfire,Brazil,8.504933912673343,2024-04-13 06:00:00,9445,610792505.5778031
2480,Flood,China,6.610010058764079,2024-04-13 07:00:00,1699,597553209.1634091
2481,Tornado,Indonesia,8.450999731740044,2024-04-13 08:00:00,112,709314384.7398819
2482,Earthquake,China,1.138792732222781,2024-04-13 09:00:00,6182,415235540.1279974
2483,Tornado,Japan,4.902531190507899,2024-04-13 10:00:00,8721,308481320.2990465
2484,Hurricane,China,7.782933261491086,2024-04-13 11:00:00,4225,881713670.0430132
2485,Wildfire,USA,7.810407634250601,2024-04-13 12:00:00,8701,181427147.49452725
2486,Tornado,Brazil,8.574791531283024,2024-04-13 13:00:00,4683,269512733.4835194
2487,Hurricane,Brazil,3.1766889959619617,2024-04-13 14:00:00,8044,891296327.6480676
2488,Hurricane,China,3.971865696673488,2024-04-13 15:00:00,7580,127367698.63670847
2489,Earthquake,Brazil,7.516807829208508,2024-04-13 16:00:00,1558,228480922.90373838
2490,Wildfire,USA,2.5721598512506407,2024-04-13 17:00:00,6415,960028067.7014005
2491,Tornado,Japan,4.73496811029242,2024-04-13 18:00:00,6784,757133367.8270712
2492,Hurricane,India,2.750722192599873,2024-04-13 19:00:00,2497,368862048.15675867
2493,Flood,India,8.031034150234506,2024-04-13 20:00:00,6553,757561326.5918922
2494,Flood,USA,5.09865048191181,2024-04-13 21:00:00,4112,221816402.26250494
2495,Wildfire,India,7.523692511130285,2024-04-13 22:00:00,3241,44418520.8317223
2496,Tornado,Brazil,2.1707550537172287,2024-04-13 23:00:00,4947,801252019.4342136
2497,Earthquake,Brazil,8.535596368882594,2024-04-14 00:00:00,7392,934747216.0156957
2498,Wildfire,USA,4.144586217447081,2024-04-14 01:00:00,4046,730467543.5042301
2499,Wildfire,USA,6.496183437572588,2024-04-14 02:00:00,7895,445448195.8556779
2500,Hurricane,USA,8.31172659751373,2024-04-14 03:00:00,7823,740430355.883058
2501,Tornado,USA,7.0603140367727155,2024-04-14 04:00:00,6936,99909191.71082056
2502,Hurricane,Japan,9.652889653004701,2024-04-14 05:00:00,7018,51023991.052817285
2503,Flood,India,2.4046185398572604,2024-04-14 06:00:00,6212,669245207.8516337
2504,Tornado,Brazil,5.90235071463579,2024-04-14 07:00:00,2264,552324469.1700686
2505,Tornado,Japan,3.3573162685576077,2024-04-14 08:00:00,3915,613693246.9079648
2506,Hurricane,Indonesia,2.1661500148553925,2024-04-14 09:00:00,7814,10093364.874758083
2507,Wildfire,China,7.081601313851283,2024-04-14 10:00:00,1,510071958.0177204
2508,Hurricane,Brazil,5.006948264973482,2024-04-14 11:00:00,4927,992119158.6297753
2509,Wildfire,USA,3.4173663363156024,2024-04-14 12:00:00,1659,923790139.6962918
2510,Tornado,Indonesia,4.708011707275551,2024-04-14 13:00:00,7176,882185731.1065835
2511,Flood,USA,7.0511852624800095,2024-04-14 14:00:00,9157,853613646.9083548
2512,Hurricane,Indonesia,4.475396511350048,2024-04-14 15:00:00,3827,369178383.06214386
2513,Tornado,India,3.2085752252866766,2024-04-14 16:00:00,977,766911466.6861249
2514,Flood,USA,3.883706250984835,2024-04-14 17:00:00,987,892563057.3210516
2515,Flood,Brazil,9.184741281426692,2024-04-14 18:00:00,7016,106153943.05117124
2516,Earthquake,Indonesia,3.3634229997768728,2024-04-14 19:00:00,4174,741154405.3883939
2517,Earthquake,Indonesia,8.330746640453635,2024-04-14 20:00:00,9486,776512665.1895905
2518,Tornado,USA,5.852853667040474,2024-04-14 21:00:00,4609,583221094.226471
2519,Wildfire,Brazil,4.484545771047706,2024-04-14 22:00:00,5976,68093686.1151399
2520,Hurricane,India,5.378279779331824,2024-04-14 23:00:00,5299,901485417.0982018
2521,Tornado,Indonesia,2.7263112384846195,2024-04-15 00:00:00,6018,3085239.2354752133
2522,Earthquake,Indonesia,5.090643922580856,2024-04-15 01:00:00,6837,114660615.05326563
2523,Tornado,China,3.9190233103335306,2024-04-15 02:00:00,8050,822210801.336327
2524,Tornado,USA,2.780582278850115,2024-04-15 03:00:00,7982,870041122.3213876
2525,Wildfire,India,6.747970038434177,2024-04-15 04:00:00,8067,966572714.634281
2526,Hurricane,China,3.6805258004714267,2024-04-15 05:00:00,3198,184360052.25612935
2527,Wildfire,India,6.830574549502241,2024-04-15 06:00:00,9020,865223794.3807518
2528,Tornado,India,5.011718006969195,2024-04-15 07:00:00,8981,350411339.95834863
2529,Flood,Brazil,7.265265426226721,2024-04-15 08:00:00,6501,212826803.49616405
2530,Hurricane,USA,9.653371607184058,2024-04-15 09:00:00,2848,8629082.130583633
2531,Flood,China,4.361395099058575,2024-04-15 10:00:00,3113,993200517.9662646
2532,Tornado,China,6.9292050168577655,2024-04-15 11:00:00,5066,346528333.4470665
2533,Earthquake,Brazil,5.3926866299922525,2024-04-15 12:00:00,334,83555828.46847191
2534,Hurricane,Indonesia,3.1912489573209575,2024-04-15 13:00:00,3550,805121783.2043126
2535,Tornado,India,9.310824459059871,2024-04-15 14:00:00,6642,729627384.7399505
2536,Wildfire,China,6.563585305346575,2024-04-15 15:00:00,4344,227920693.94627652
2537,Tornado,China,9.933920196653357,2024-04-15 16:00:00,3137,465463387.4290185
